Word,POS,Pronunciation,Meaning
particular,adj,pə´tikjulə,"riêng biệt, cá biệt"
particularly,adv,pə´tikjuləli,"một cách đặc biệt, cá biệt, riêng biệt"
partly,adv,´pa:tli,"đến chừng mực nào đó, phần nào đó"
partner,n,pɑ:tnə,"đối tác, cộng sự"
partnership,n,´pa:tnəʃip,"sự chung phần, sự cộng tác"
party,n,ˈpɑrti,"tiệc, buổi liên hoan"
pass,v,´pa:s,"qua, vượt qua, ngang qua"
passage,n,ˈpæsɪdʒ,"sự đi qua, sự trôi qua"
passenger,n,pæsindʤə,hành khách
passing,"n, adj",´pa:siη,"sự đi qua, sự trôi qua"
passport,n,´pa:spɔ:t,hộ chiếu
past,"adj, n, prep, adv",pɑ:st,"quá khứ, dĩ vãng"
path,n,pɑ:θ,đường mòn
patience,n,´peiʃəns,"tính kiên nhẫn, nhẫn nại, kiên trì, sự chịu đựng"
patient,"n, adj",peiʃənt,bệnh nhân
pattern,n,pætə(r)n,"mẫu, khuôn mẫu"
pause,"v, n",pɔ:z,"tạm nghỉ, dưng"
pay,"v, n",pei,"trả, thanh toán, nộp"
pay attention to,,pei,chú ý tới
payment,n,peim(ə)nt,"sự trả tiền, số tiền trả, tiền bồi thường"
peace,n,pi:s,"hòa bình, sự hòa thuận"
peaceful,adj,pi:sfl,"hòa bình, thái bình, yên tĩnh"
peak,n,pi:k,lưỡi trai
pen,n,pen,bút
pence,n,pens,đồng xu
pencil,n,´pensil,bút chì
penny,n,´peni,đồng xu
pension,n,penʃn,"tiền trợ cấp, lương hưu"
people,n,ˈpipəl,"dân tộc, dòng giống"
pepper,n,´pepə,"hạt tiêu, cây ớt"
per,prep,pə:,cho mỗi
perfect,adj,pə'fekt,hoàn hảo
perfectly,adv,´pə:fiktli,một cách hoàn hảo
perform,v,pə´fɔ:m,biểu diễn
performance,n,pə'fɔ:məns,"sự làm, sự thực hiện, sự thi hành, sự biểu diễn"
performer,n,pə´fɔ:mə,"người biểu diễn, người trình diễn"
perhaps,adv,pə'hæps,"có thể, có lẽ"
period,n,piəriəd,"kỳ, thời kỳ, thời gian"
permanent,adj,pə:mənənt,"lâu dài, vĩnh cửu, thường xuyên"
permanently,adv,pə:mənəntli,"cách thường xuyên, vĩnh cửu"
permission,n,pə'miʃn,"sự cho phép, giấy phép"
permit,v,pə:mit,"cho phép, cho cơ hội"
person,n,ˈpɜrsən,"con người, người"
personal,adj,pə:snl,"cá nhân, tư, riêng tư"
personality,n,pə:sə'næləti,"nhân cách, tính cách"
personally,adv,´pə:sənəli,"đích thân, bản thân, về phần tôi, đối với tôi"
persuade,v,pə'sweid,thuyết phục
pet,n,pet,cơn nóng giận
petrol,n,ˈpɛtrəl,xăng dầu
phase,n,feiz,tuần trăng
philosophy,n,fɪˈlɒsəfi,"triết học, triết lý"
photocopy,"n, v",´foutə¸kɔpi,bản sao chụp
photographer,n,fə´tɔgrəfə,"thợ chụp ảnh, nhà nhiếp ảnh"
photography,n,fə´tɔgrəfi,"thuật chụp ảnh, nghề nhiếp ảnh"
phrase,n,freiz,câu
physical,adj,´fizikl,vật chất
physically,adv,´fizikli,"về thân thể, theo luật tự nhiên"
physics,n,fiziks,vật lý học
piano,n,pjænou,"đàn pianô, dương cầm"
pick,v,pik,cuốc (đất)
picture,n,piktʃə,"bức vẽ, bức họa"
piece,n,pi:s,"mảnh, mẩu"
pig,n,pig,con lợn
pile,"n, v",paɪl,"cọc, chồng, đống, pin"
pill,n,´pil,viên thuốc
pilot,n,´paiələt,phi công
pin,"n, v",pin,đinh ghim
pink,"adj, n",piηk,màu hồng
pint,n,paint,"lít (bia, sữa) a pint of beer + một panh bia"
pipe,n,paip,"ống dẫn (khí, nước"
pitch,n,pit∫,sân (chơi các môn thể thao)
pity,n,´piti,"lòng thương hại, điều đáng tiếc, đáng thương"
place,"n, v",pleis,"nơi, địa điểm"
plain,adj,plein,"ngay thẳng, đơn giản, chất phác"
plan,"n, v",plæn,"bản đồ, kế hoạch"
plane,n,plein,"mặt phẳng, mặt bằng, máy bay"
planet,n,´plænit,hành tinh
planning,n,plænniη,"sự lập kế hoạch, sự quy hoạch"
plant,"n, v","plænt , plɑnt","thực vật, sự mọc lên"
plastic,"n, adj",plæstik,"chất dẻo, làm bằng chất dẻo"
plate,n,pleit,"bản, tấm kim loại"
platform,n,plætfɔ:m,"nền, bục, bệ"
play,"v, n",plei,"chơi, đánh"
player,n,pleiз,người chơi 1 trò chơi nào đó (nhạc cụ)
pleasant,adj,pleznt,"vui vẻ, dễ thương"
pleasantly,adv,plezəntli,"vui vẻ, dễ thương"
please,"exclamation, v",pli:z,"làm vui lòng, vưa lòng, mong"
pleased,adj,pli:zd,hài lòng
pleasing,adj,´pli:siη,mang lại niềm vui thích
pleasure,n,ˈplɛʒuə(r),"niềm vui thích, điều thích thú, điều thú vị"
plenty,,plenti,nhiều (s
plot,"n, v",plɔt,"mảnh đất nhỏ, sơ đồ, đồ thị, đồ án"
plug,n,plʌg,"nút (thùng, chậu, bồ(n)"
plus,"n, adj ,conj, prep",plʌs,"cộng với (số, người"
pocket,n,pɔkit,"túi (quần áo, trong xe hơi), túi tiền"
poem,n,pouim,bài thơ
poetry,n,pouitri,thi ca
point,"n, v",pouitri,"mũi nhọn, điểm"
pointed,adj,´pɔintid,"nhọn, có đầu nhọn"
poison,"n, v",ˈpɔɪzən,"chất độc, thuốc độc"
poisonous,adj,pɔɪ.zə(n)əs,"độc, có chất độc, gây chết, bệnh"
pole,n,poul,người Ba Lan
police,n,pə'li:s,"cảnh sát, công an"
policy,n,pol.ə si,chính sách
polish,"n, v",pouliʃ,"nước bóng, nước láng"
polite,adj,pəˈlaɪt,"lễ phép, lịch sự"
politely,adv,pəˈlaɪtli,"lễ phép, lịch sự"
political,adj,pə'litikl,"về chính trị, về chính phủ, có tính chính trị"
politically,adv,pə'litikəli,về mặt chính trị
politician,n,¸pɔli´tiʃən,"nhà chính trị, chính khách"
politics,n,pɔlitiks,"họat động chính trị, đời sống chính trị, quan điểm chính trị"
pollution,n,pəˈluʃən,sự ô nhiễm
pool,n,pu:l,vũng nước
poor,adj,puə,nghèo
pop,"n, v",pɒp; NAmE pɑːp,"tiếp bốp, phong cách dân gian hiện đại"
popular,adj,´pɔpjulə,"có tính đại chúng, (thuộc) nhân dân"
population,n,",pɔpju'leiʃn","dân cư, dân số"
port,n,pɔ:t,cảng
pose,"v, n",pouz,"đưa ra, đề ra, đặt"
position,n,pəˈzɪʃən,"vị trí, chỗ"
positive,adj,pɔzətiv,"khẳng định, xác thực, rõ ràng, tích cực, lạc quan"
possess,v,pə'zes,"có, chiếm hữu"
possession,n,pə'zeʃn,"quyền sở hữu, vật sở hữu"
possibility,n,¸pɔsi´biliti,"khả năng, triển vọng"
possible,adj,pɔsibəl,"có thể, có thể thực hiện"
possibly,adv,´pɔsibli,"có lẽ, có thể, có thể chấp nhận được"
post,"n, v",poʊst,"thư, bưu kiện"
post office,n,ɔfis,bưu điện
pot,n,pɒt,"can, bình, lọ"
potato,n,pə'teitou,khoai tây
potential,"adj, n",pəˈtɛnʃəl,tiềm năng
potentially,adv,pəˈtɛnʃəlli,"tiềm năng, tiềm ẩn"
pound,n,paund,pao - đơn vị đo lường
pour,v,pɔ:,"rót, đổ, giội"
powder,n,paudə,"bột, bụi"
power,n,ˈpauə(r),"khả năng, tài năng, năng lực"
powerful,adj,´pauəful,"hùng mạnh, hùng cường"
practical,adj,ˈpræktɪkəl,thực hành
practically,adv,´præktikəli,về mặt thực hành
practice,n,´præktis,"thực hành, thực tiễn"
practise,v,´præktis,"thực hành, tập luyện"
praise,"n, v",preiz,"sự ca ngợi, sự tán dương, lòng tôn kính, tôn thờ"
prayer,n,prɛər,sự cầu nguyện
precise,adj,pri´sais,"rõ ràng, chính xác"
precisely,adv,pri´saisli,"đúng, chính xác, cần thận"
predict,v,pri'dikt,"báo trước, tiên đoán, dự báo"
prefer,v,pri'fə:,thích hơn
preference,n,prefərəns,"sự thích hơn, sự ưa hơn"
pregnant,adj,pregnənt,mang thai
premises,n,premis,biệt thự
preparation,n,¸prepə´reiʃən,"sự sửa soạn, sự chuẩn bị"
prepare,v,pri´peə,"sửa soạn, chuẩn bị"
prepared,adj,pri'peəd,đã được chuẩn bị
presence,n,prezns,"sự hiện diện, sự có mặt"
present,"adj, n, v",(v)pri'zent,"có mặt, hiện diện"
presentation,n,",prezen'teiʃn","bài thuyết trình, sự trình diện, sự giới thiệu"
preserve,v,pri'zə:v,"bảo quản, giữ gìn"
president,n,´prezidənt,"hiệu trưởng, chủ tịnh, tổng thống"
press,"n, v",pres,"sự ép, sự nén, sự ấn"
pressure,n,preʃə,"sức ép, áp lực, áp suất"
presumably,adv,pri'zju:məbli,"có thể được, có lẽ"
pretend,v,pri'tend,"giả vờ, giả bộ, làm ra vẻ"
pretty,"adv, adj",priti,"khá, vưa phải"
prevent,v,pri'vent,"ngăn cản, ngăn chặn, ngăn ngưa"
previous,adj,ˈpriviəs,"vội vàng, hấp tấp"
previously,adv,´pri:viəsli,"trước, trước đây"
price,n,prais,giá
pride,n,praid,"sự kiêu hãnh, sự hãnh diện"
priest,n,pri:st,"linh mục, thầy tu"
primarily,adv,´praimərili,"trước hết, đầu tiên"
primary,adj,praiməri,"nguyên thủy, đầu tiên"
prime minister,n,´ministə,thủ tướng
prince,n,prins,hoàn tử
princess,n,prin'ses,công chúa
principle,n,ˈprɪnsəpəl,"cơ bản, chủ yếu"
print,"v, n",print,"in, xuất bản"
printer,n,´printə,"máy in, thợ in"
printing,n,´printiη,"sự in, thuật in, kỹ sảo in"
prior,adj,praɪə(r),"trước, ưu tiên"
priority,n,prai´ɔriti,"sự ưu tế, quyền ưu tiên"
prison,n,ˈprɪzən,nhà tù
prisoner,n,ˈprɪzənə(r),tù nhân
private,adj,ˈpraɪvɪt,"cá nhân, riêng"
privately,adv,ˈpraɪvɪtli,"riêng tư, cá nhân"
prize,n,praiz,"giải, giải thưởng"
probable,adj,´prɔbəbl,"có thể, có khả năng"
probably,adv,´prɔbəbli,hầu như chắc chắn
problem,n,prɔbləm,"vấn đề, điều khó giải quyết"
procedure,n,prə´si:dʒə,thủ tục
proceed,v,proceed,"tiến lên, theo duổi, tiếp diễn"
process,"n, v",prouses,"quá trình, sự tiến triển, quy trình"
produce,v,prɔdju:s,"sản xuất, chế tạo"
producer,n,prə´dju:sə,nhà sản xuất
product,n,´prɔdʌkt,sản phẩm
production,n,prə´dʌkʃən,"sự sản xuất, chế tạo"
profession,n,prə´feʃ(ə)n,"nghề, nghề nghiệp"
professional,"adj, n",prə'feʃənl,"(thuộc) nghề, nghề nghiệp"
professor,n,prəˈfɛsər,"giáo sư, giảng viên"
profit,n,ˈprɒfɪt,"thuận lợi, lợi ích, lợi nhuận"
program,"n, v",´prougræm,chương trình
programme,n,´prougræm,chương trình
progress,"n, v",prougres,"sự tiến tới, sự tiến triển"
project,"n, v",(n) ˈprɒdʒɛkt,"đề án, dự án, kế hoạch"
promise,"v, n",(n) ˈprɒdʒɛkt,"hứa, lời hứa"
promote,v,prəˈmoʊt,"thăng chức, thăng cấp"
promotion,n,prə'mou∫n,"sự thăng chức, sự thăng cấp"
prompt,"adj, v",prɒmpt,"mau lẹ, nhanh chóng"
promptly,adv,´prɔmptli,"mau lẹ, ngay lập tức"
pronounce,v,prəˈnaʊns,"tuyên bố, thông báo, phát âm"
pronunciation,n,prə¸nʌnsi´eiʃən,sự phát âm
proof,n,pru:f,"chứng, chứng cớ, bằng chứng"
proper,adj,prɔpə,"đúng, thích đáng, thích hợp"
properly,adv,´prɔpəli,"một cách đúng đắn, một cách thích đáng"
property,n,prɔpəti,"tài sản, của cải"
proportion,n,prə'pɔ:ʃn,"sự cân xứng, sự cân đối"
proposal,n,prə'pouzl,"sự đề nghị, đề xuất"
propose,v,prǝ'prouz,"đề nghị, đề xuat, đưa ra"
prospect,n,´prɔspekt,"viễn cảnh, toàn cảnh"
protect,v,prə'tekt,"bảo vệ, che chở"
protection,n,prə'tek∫n,"sự bảo vệ, sự che chở"
protest,"n, v",ˈprəʊ.test,"sự phản đối, sự phản kháng"
proud,adj,praud,"tự hào, kiêu hãnh"
proudly,adv,proudly,"một cách tự hào, một cách hãnh diện"
prove,v,pru:v,"chứng tỏ, chứng minh"
provide,v,prə'vaid,"chuẩn bị đầy đủ, dự phòng"
provided,conj,prə´vaidid,"với điều kiện là, miễn là"
providing,conj,prə´vaidid,"với điều kiện là, miễn là"
pub,n,prə´vaidid,"quán rượu, tiệm rượu"
publicyhouse,n,prə´vaidid,"quán rượu, tiệm rượu"
public,"adj, n",pʌblik,khai
publication,n,ˌpʌblɪˈkeɪʃən,sự công bố
publicity,n,pʌb'lɪsətɪ,"sự công khai, sự quảng cáo"
publicly,adv,pΔblikli,"công khai, công cộng"
publish,v,pʌbli∫,"công bố, ban bố"
publishing,n,´pʌbliʃiη,"công việc, nghề xuất bản"
pull,"v, n",pul,"lôi, kéo, giật"
punch,"v, n",pʌntʃ,"đấm, thụi"
punish,v,pʌniʃ,"phạt, trưng phạt"
punishment,n,pʌniʃmənt,"sự trưng phạt, sự trưng trị"
pupil,n,ˈpju:pl,học sinh
purchase,"n, v",pə:t∫əs,"sự mua, sự tậu"
pure,adj,pjuə(r),"nguyên chất, tinh khiết, trong lành"
purely,adv,´pjuəli,"hoàn toàn, chỉ là"
purple,"adj, n",ˈpɜrpəl,"tía, có màu tía"
purpose,n,pə:pəs,"mục đích, ý định"
pursue,v,pə'sju:,"đuổi theo, đuổi bắt"
push,"v, n",puʃ,xô đẩy
put,v,put,"đặt, để, cho vào"
put sth on,,put,"mặc (áo), đội (mũ), đi (giày)"
qualification,n,",kwalifi'keiSn","phẩm chất, năng lực"
qualified,adj,ˈkwɒləˌfaɪd,"đủ tư cách, điều kiện, khả năng"
qualify,v,´kwɔli¸fai,"đủ khả năng, đủ tư cách, điều kiệ"
quality,n,kwɔliti,"chất lượng, phẩm chất"
quantity,n,ˈkwɒntɪti,"lượng, số lượng"
quarter,n,kwɔ:tə,"1/4, 15 phút"
queen,n,kwi:n,nữ hoàng
question,"n, v",ˈkwɛstʃən,câu hỏi
quick,adj,kwik,nhanh
quickly,adv,´kwikli,nhanh
quiet,adj,kwaiət,"lặng, yên lặng, yên tĩnh"
quietly,adv,kwiətli,"lặng, yên lặng, yên tĩnh"
quit,v,kwit,"thoát, thoát ra"
quite,adv,kwait,"hoàn toàn, hầu hết"
quote,v,kwout,trích dẫn
race,"n, v",reis,"loài, chủng, giống"
racing,n,´reisiη,cuộc đua
radio,n,´reidiou,"sóng vô tuyến, radio"
rail,n,reil,đường ray
railway,n,reilwei,đường sắt
rain,"n, v",rein,"mưa, cơn mưa"
raise,v,reiz,"nâng lên, đưa lên, ngẩng lên"
range,n,reɪndʒ,"dãy, hàng, loại"
rank,"n, v",ræɳk,"hàng, dãy"
rapid,adj,ræpid,"nhanh, nhanh chóng"
rapidly,adv,ræpidli,"nhanh, nhanh chóng"
rare,adj,reə,"hiếm, ít"
rarely,adv,reзli,"hiếm khi, ít khi"
rate,"n, v",reit,"tỷ lệ, tốc độ"
rather,adv,rɑ:ðə,thà
raw,adj,rɔ:,"sống (# chín), thô, còn nguyên chất"
re-,prefix,rɔ:,"lại, nữa"
reach,v,ri:tʃ,"đến, đi đến, tới"
react,v,ri´ækt,"tác động trở lại, phản ứng"
reaction,n,ri:'ækʃn,sự phản ứng
read,v,ri:d,đọc
reader,n,´ri:də,"người đọc, độc giả"
reading,n,´ri:diη,sự đọc
ready,adj,redi,sẵn sàng
real,adj,riəl,"thực, thực tế, có thật"
realistic,adj,ri:ə'listik; BrE also riə-,hiện thực
reality,n,ri:'æliti,"sự thật, thực tế, thực tại"
realize,v,riəlaiz,"thực hiện, thực hành"
really,adv,riəli,"thực, thực ra, thực sự"
rear,"n, adj",rɪər,phía sau
reason,n,ri:zn,"lý do, lý lẽ"
reasonable,adj,´ri:zənəbl,"có lý, hợp lý"
reasonably,adv,´ri:zənəblli,hợp lý
recall,v,ri´kɔ:l,"gọi về, triệu hồi"
receipt,n,ri´si:t,công thức
receive,v,ri'si:v,"nhận, lĩnh, thu"
recent,adj,´ri:sənt,"gần đây, mới đây"
recently,adv,´ri:səntli,"gần đây, mới đây"
reception,n,ri'sep∫n,"sự nhận, sự tiếp nhận, sự đón tiế"
reckon,v,rekən,"tính, đếm"
recognition,n,",rekəg'niʃn","sự công nhận, sự thưa nhận"
recognize,v,rekəgnaiz,"nhận ra, nhận diện"
recommend,v,rekə'mend,"giới thiệu, tiến cử"
record,"n, v",´rekɔ:d,"bản ghi, sự ghi, bản thu, sự thu"
recording,n,ri´kɔ:diη,"sự ghi, sự thu âm"
recover,v,ri:'kʌvə,"lấy lại, giành lại"
red,"adj, n",red,đỏ
reduce,v,ri'dju:s,"giảm, giảm bớt"
reduction,n,ri´dʌkʃən,"sự giảm giá, sự hạ giá"
refer to,v,ri´dʌkʃən,"xem, tham khảo"
reference,n,refərəns,"sự tham khảo, hỏi ý kiến"
reflect,v,ri'flekt,"phản chiếu, phản hồi, phản ánh"
reform,"v, n",ri´fɔ:m,"cải cách, cải thiện, cải tạo"
refrigerator,n,ri'fridЗзreitз,tủ lạnh
refusal,n,ri´fju:zl,"sự từ chối, sự khước từ"
refuse,v,rɪˈfyuz,"từ chối, khước từ"
regard,"v, n",ri'gɑ:d,"nhìn, đánh giá"
regarding,prep,ri´ga:diη,"về, về việc, đối với (vấn đề"
region,n,ri:dʒən,"vùng, miền"
regional,adj,ˈridʒənl,"vùng, địa phương"
register,"v, n",redʤistə,"đăng ký, ghi vào sổ"
regret,"v, n",ri'gret,"đáng tiếc, hối tiếc"
regular,adj,rəgjulə,"thường xuyên, đều đặn"
regularly,adv,´regjuləli,"đều đặn, thường xuyên"
regulation,n,¸regju´leiʃən,"sự điều chỉnh, điều lệ, quy tắc"
reject,v,ri:ʤekt,"không chấp nhận, loại bỏ, bác bỏ"
relate,v,ri'leit,"kể lại, thuật lại"
related,"to, adj",ri'leitid,"có liên quan, có quan hệ với ai, cái gì"
relation,n,ri'leiʃn,"mối quan hệ, sự liên quan, liên lạc"
relationship,n,ri'lei∫ən∫ip,"mối quan hệ, mối liên lạc"
relative,"adj, n",relətiv,có liên quấn đến
relatively,adv,relətivli,"có liên quan, có quan hệ"
relax,v,ri´læks,"giải trí, nghỉ ngơi"
relaxed,adj,ri´lækst,"thanh thản, thoải mái"
relaxing,adj,ri'læksiɳ,"làm giảm, bớt căng thẳng"
release,"v, n",ri'li:s,"thả, phóng thích, sự phát hành"
relevant,adj,´reləvənt,"thích hợp, có liên quan"
relief,n,ri'li:f,"sự giảm nhẹ, sự làm cho khuây khỏa"
religion,n,rɪˈlɪdʒən,tôn giáo
religious,adj,ri'lidʒəs,(thuộc) tôn giáo
rely on,v,ri´lai,"tin vào, tin cậy, tin tưởng vào"
remain,v,riˈmein,"còn lại, vẫn còn như cũ"
remaining,adj,ri´meiniη,còn lại
remains,n,re'meins,"đồ thưa, cái còn lại"
remark,"n, v",ri'mɑ:k,"sự nhận xét, phê bình, sự để ý, chú ý"
remarkable,adj,ri'ma:kəb(ə)l,"đáng chú ý, đáng để ý"
remarkably,adv,ri'ma:kəb(ə)li,"đáng chú ý, đáng để ý"
remember,v,rɪˈmɛmbər,"nhớ, nhớ lại"
remind,v,riˈmaind,"nhắc nhở, gợi nhớ"
remote,adj,ri'mout,"xa, xa xôi, xa cách"
removal,n,ri'mu:vəl,"viêc di chuyển, việc dọn nhà, dời đi"
remove,v,ri'mu:v,"dời đi, di chuyển"
rent,"n, v",rent,sự thuê mướn
rented,adj,rentid,"được thuê, được mướn"
repair,"v, n",ri'peə,"sửa chữa, chỉnh tu"
repeat,v,ri'pi:t,"nhắc lại, lặp lại"
repeated,adj,ri´pi:tid,"được nhắc lại, được lặp lại"
repeatedly,adv,ri´pi:tidli,lặp đi lặp lại nhiều lần
replace,v,rɪpleɪs,thay thế
reply,"n, v",ri'plai,"sự trả lời, sự hồi âm"
report,"v, n",ri'pɔ:t,"báo cáo, tường trình"
represent,v,repri'zent,"miêu tả, hình dung"
representative,"n, adj",",repri'zentətiv","điều tiêu biểu, tượng trưng, mẫu"
reproduce,v,",ri:prə'dju:s",tái sản xuất
reputation,n,",repju:'teiʃn","sự nổi tiếng, nổi danh"
request,"n, v",ri'kwest,"lời thỉnh cầu, lời đề nghị, yêu cầu"
require,v,ri'kwaiə(r),"đòi hỏi, yêu cầu, quy định"
requirement,n,rɪˈkwaɪərmənt,"nhu cầu, sự đòi hỏi"
rescue,"v, n",´reskju:,"giải thoát, cứu nguy"
research,n,ri'sз:tʃ,sự nghiên cứu
reservation,n,rez.əveɪ.ʃən,"sự hạn chế, điều kiện hạn chế"
reserve,"v, n",ri'zЗ:v,"trước, sự đăng ký trước"
resident,"n, adj",rezidənt,"người sinh sống, trú ngụ, khách trọ"
resist,v,ri'zist,"chống lại, phản đổi, kháng cự"
resistance,n,ri´zistəns,"sự chống lại, sự phản đối, sự kháng cự"
resolve,v,ri'zɔlv,"quyết định, kiên quyết (làm gì)"
resort,n,ri´zɔ:t,"kế sách, phương kế"
resource,n,ri'so:s,tài nguyên
respect,"n, v",riˈspekt,"sự kính trọng, sự lễ phép"
respond,v,ri'spond,"hưởng ứng, phản ứng lại, trả lời"
response,n,rɪˈspɒns,"sự trả lời, câu trả lời, sự hưởng ứng, sự đáp lại"
responsibility,n,"ris,ponsз'biliti","trách nhiệm, sự chịu trách nhiệm"
responsible,adj,ri'spɔnsəbl,"chịu trách nhiệm về, chịu trách nhiệm trước ai, gì"
rest,"n, v",rest,"người, cái khác"
restaurant,n,´restərɔn,"nhà hàng ăn, hiệu ăn"
restore,v,ris´tɔ:,"hoàn lại, trả lại"
restrict,v,ris´trikt,"hạn chế, giới hạn"
restricted,adj,ris´triktid,"bị hạn chế, có giới hạn"
restriction,n,ri'strik∫n,"sự hạn chế, sự giới hạn"
result,"n, v",ri'zʌlt,kết quả
retain,v,ri'tein,"giữ lại, nhớ được"
retire,v,ri´taiə,"rời bỏ, rút về"
retired,adj,ri´taiəd,"ẩn dật, hẻo lánh, đã về hưu, đã nghỉ việc"
retirement,n,rɪˈtaɪərmənt,"sự ẩn dật, nơi hẻo lánh, sự về hưu, sự nghỉ việc"
return,"v, n",ri'tə:n,"trở lại, trở về"
reveal,v,riˈvi:l,"bộc lộ, biểu lộ, tiết lộ"
reverse,"v, n",ri'və:s,"đảo, ngược lại"
review,"n, v",ri´vju:,"sự xem lại, sự xét lại"
revise,v,ri'vaiz,"đọc lại, xem lại, sửa lại, ôn lại"
revision,n,ri´viʒən,"sự xem lại, sự đọc lại, sự sửa lại, sự ôn lại"
revolution,n,",revə'lu:ʃn",cuộc cách mạng
reward,"n, v",ri'wɔ:d,"sự thưởng, phần thưởng"
rhythm,n,riðm,nhịp điệu
rice,n,raɪs,"gạo, thóc, cơm"
rich,adj,ritʃ,"giàu, giàu có"
rid,v,rid,giải thoát (get rid of : tống khứ)
ride,"v, n",raid,"đi, cưỡi (ngựa)"
rider,n,´raidə,"người cưỡi ngựa, người đi xe đạp"
ridiculous,adj,rɪˈdɪkyələs,"buồn cười, lố bịch, lố lăng"
riding,n,´raidiη,"môn thể thấo cưỡi ngựa, sự đi xe (bus, điện, xe đạp)"
right,"adj, adv, n",rait,"thẳng, phải, tốt"
rightly,adv,´raitli,"đúng, phải, có lý"
ring,"n, v",riɳ,"chiếc nhẫn, đeo nhẫn cho ai"
rise,"n, v",raiz,"sự lên, sự tăng lương, thăng cấp"
risk,"n, v",risk,"sự liều, mạo hiểm"
rival,"n, adj",raivl,"đối thủ, địch thủ"
river,n,rivə,sông
road,n,roʊd,"con đường, đường phố"
rob,v,rɔb,"cướp, lấy trộm"
rock,n,rɔk,đá
role,n,roul,"vai (diễn), vai trò"
roll,"n, v",roul,"cuốn, cuộn, sự lăn tròn"
romantic,adj,roʊˈmæntɪk,lãng mạn
roof,n,ru:f,"mái nhà, nóc"
room,n,rum,"phòng, buồng"
root,n,ru:t,"gốc, rễ"
rope,n,roʊp,"dây cáp, dây thưng, xâu, chuỗi"
rough,adj,rᴧf,"gồ ghề, lởm chởm"
roughly,adv,rʌfli,"gồ ghề, lởm chởm"
round,"adj, adv, prep, n",raund,"tròn, vòng quanh, xung quanh"
rounded,adj,´raundid,bị làm thành tròn
route,n,ru:t,"đường đi, lộ trình, tuyến đường"
routine,"n, adj",ru:'ti:n,"thói thường, lệ thường, thủ tục"
row,n,rou,"hàng, dãy"
royal,adj,ˈrɔɪəl,"(thuộc) vua, nữ hoàng, hoàng gia"
rub,v,rʌb,"cọ xát, xoa bóp, nghiền, tán"
rubber,n,´rʌbə,cao su
rubbish,n,ˈrʌbɪʃ,"vật vô giá trị, bỏ đi, rác rưởi"
rude,adj,ru:d,"bất lịch sự, thô lỗ"
rudely,adv,ru:dli,"bất lịch sự, thô lỗ"
ruin,"v, n",ru:in,"làm hỏng, làm đổ nát, làm phá sản"
ruined,adj,ru:ind,"bị hỏng, bị đổ nát, bị phá sản"
rule,"n, v",ru:l,"quy tắc, điều lệ, luật lệ"
ruler,n,´ru:lə,"người cai trị, người trị vì"
rumour,n,ˈrumər,"tin đồn, lời đồn"
run,"v, n",rʌn,chạy
runner,n,´rʌnə,người chạy
running,n,rʌniɳ,"sự chạy, cuộc chạy đua"
rural,adj,´ruərəl,"(thuộc) nông thôn, vùng nông thôn"
rush,"v, n",rʌ∫,"xông lên, lao vào, xô đẩy"
sack,"n, v",sæk,bao tải
sad,adj,sæd,"buồn, buồn bã"
sadly,adv,sædli,"một cách buồn bã, đáng buồn là, không may mà"
sadness,n,sædnis,"sự buồn rầu, sự buồn bã"
safe,adj,seif,"an toàn, chắc chắn, đáng tin"
safely,adv,seifli,"an toàn, chắc chắn, đáng tin"
safety,n,seifti,"sự an toàn, sự chắc chăn"
sail,"v, n",seil,"đi tàu, thuyền, nhổ neo"
sailing,n,seiliɳ,sự đi thuyền
sailor,n,seilə,thủy thủ
salad,n,sæləd,sa lát (xà lách trộng dầu dấm)
salary,n,ˈsæləri,tiền lương
sale,n,seil,việc bán hàng
salt,n,sɔ:lt,muối
salty,adj,´sɔ:lti,"chứa vị muối, có muối, mặn"
same,"adj, pron",seim,"đều đều, đơn điệu"
sample,n,´sa:mpl,"mẫu, hàng mẫu"
sand,n,sænd,cát
satisfaction,n,",sætis'fæk∫n","sự làm cho thỏa mãn, toại nguyện sự trả nợ, bồi thường"
satisfied,adj,sætisfaid,"cảm thấy hài lòng, vưa ý, thoả mãn"
satisfy,v,sætisfai,"làm thỏa mãn, hài lòng"
satisfying,adj,sætisfaiiη,"đem lại sự thỏa mãn, làm thỏa mãn, làm vưa ý"
sauce,n,sɔ:s,"nước xốt, nước chấm"
save,v,seiv,"cứu, lưu"
saving,n,´seiviη,"sự cứu, sự tiết kiệm"
say,v,sei,nói
scale,n,skeɪl,vảy (cá
scare,"v, n",skɛə,"làm kinh hãi, sợ hãi, dọa"
scared,adj,skerd,"bị hoảng sợ, bị sợ hãi"
scene,n,si:n,"cảnh, phong cảnh"
schedule,"n, v",´ʃkedju:l,"kế hoạch làm việc, bản liệt kê"
scheme,n,ski:m,"sự sắp xếp, sự phối hợp"
school,n,sku:l,"đàn cá, bầy cá, trường học, học đường"
science,n,saiəns,"khoa học, khoa học tự nhiên"
scientific,adj,",saiən'tifik","(thuộc) khoa học, có tính khoa họ"
scientist,n,saiəntist,nhà khoa học
scissors,n,´sizəz,cái kéo
score,"n, v",skɔ:,"điểm số, bản thắng, tỷ số"
scratch,"v, n",skrætʃ,"cào, làm xước da"
scream,"v, n",skri:m,"gào thét, kêu lên"
screen,n,skrin,"màn che, màn ảnh, màn hình"
