id,Word,POS,Pronunciation,Meaning,Syllables,Root_Word,Count
395,brand,n,brænd,nhãn (hàng hóa),1,brand,5
396,brave,adj,breiv,"gan dạ, can đảm",2,brave,5
397,bread,n,bred,bánh mỳ,1,bread,5
398,break,v,breik,"bẻ gẫy, đập vỡ",2,break,5
399,break,n,breik,"sự gãy, sự vỡ",2,break,5
400,breakfast,n,brekfəst,"bữa điểm tâm, bữa sáng",2,breakfast,9
401,breast,n,brest,"ngực, vú",1,breast,6
402,breath,n,breθ,"hơi thở, hơi",1,breath,6
403,breathe,v,bri:ð,"hít, thở",1,breathe,7
404,breathing,n,bri:ðiɳ,"sự hô hấp, sự thở",2,breathe,9
405,breed,"v, n",bri:d,"nuôi dưỡng, chăm sóc, giáo dục",1,breed,5
406,brick,n,brik,gạch,1,brick,5
407,bridge,n,bridʤ,cái cầu,1,bridge,6
408,brief,adj,bri:f,"ngắn, gọn, vắn tắt",1,brief,5
409,briefly,adv,bri:fli,"ngắn, gọn, vắn tắt, tóm tắt",2,briefly,7
410,bright,adj,brait,"sáng, sáng chói",1,bright,6
411,brightly,adv,braitli,"sáng chói, tươi",2,brightly,8
412,brilliant,adj,briljənt,"tỏa sáng, rực rỡ, chói lọi",2,brilliant,9
413,bring,v,briɳ,"mang, cầm , xách lại",1,bring,5
414,broad,adj,broutʃ,rộng,1,broad,5
415,broadcast,v,brɔ:dkɑ:st,"tung ra khắp nơi,truyền rộng rãi",2,broadcast,9
416,broadcast,n,brɔ:dkɑ:st,"phát thanh, quảng bá",2,broadcast,9
417,broadly,adv,brɔ:dli,"rộng, rộng rãi",2,broadly,7
418,broken,adj,broukən,"bị gãy, bị vỡ",2,break,6
419,brother,n,brΔðз,"anh, em trai",0,brother,7
420,brown,"adj, n",braun,"nâu, màu nâu",1,brown,5
421,brush,n,brΔ∫,bàn chải,0,brush,5
422,brush,v,brΔ∫,"chải, quét",0,brush,5
423,bubble,n,bΔbl,"bong bóng, bọt, tăm",1,bubble,6
424,budget,n,ˈbʌdʒɪt,ngân sách,2,budget,6
425,build,v,bild,xây dựng,1,build,5
426,building,n,bildiŋ,"sự xây dựng, công trình xây dựng tòa nhà",2,build,8
427,bullet,n,bulit,"đạn (súng trường, súng lục)",2,bullet,6
428,bunch,n,bΛnt∫,"búi, chùm, bó, cụm, buồng",0,bunch,5
429,burn,v,bə:n,"đốt, đốt cháy, thắp, nung, thiêu",1,burn,4
430,burnt,adj,bə:nt,"bị đốt, bị cháy, khê",1,burn,5
431,burst,v,bə:st,"nổ, nổ tung (bom, đạn)",1,burst,5
432,bury,v,beri,"chôn cất, mai táng",2,bury,4
433,bus,n,bʌs,xe buýt,1,bus,3
434,bush,n,bu∫,"bụi cây, bụi rậm",1,bush,4
435,business,n,bizinis,"việc buôn bán, thương mại, kinh doanh",3,business,8
436,businessman,n,ˈbɪznɪsmən,nam doanh nhân,3,businessman,11
437,businesswoman,n,ˈbɪznɪswʊmən,nữ doanh nhân,4,businesswoman,13
438,busy,adj,´bizi,"bận, bận rộn",2,busy,4
439,but,conj,bʌt,nhưng,1,but,3
440,butter,n,bʌtə,bơ,2,butter,6
441,button,n,bʌtn,"cái nút, cái khuy, cúc",2,button,6
442,buy,v,bai,mua,1,buy,3
443,buyer,n,´baiə,người mua,2,buyer,5
444,bye,exclamation,bai,tạm biệt,1,bye,3
445,cabinet,n,kæbinit,tủ có nhiều ngăn đựng đồ,3,cabinet,7
446,cable,n,keibl,dây cáp,3,cable,5
447,cake,n,keik,bánh ngọt,2,cake,4
448,calculate,v,kælkjuleit,tính toán,4,calculate,9
449,calculation,n,",kælkju'lei∫n",sự tính toán,4,calculation,11
450,call,v,kɔ:l,gọi,1,call,4
451,call,n,kɔ:l,"tiếng kêu, tiếng gọi",1,call,4
452,calm,"adj, v, n",kɑ:m,"yên lặng, làm dịu đi",1,calm,4
453,calmly,adv,kɑ:mli,"yên lặng, êm ả",2,calmly,6
454,camera,n,kæmərə,máy ảnh,3,camera,6
455,camp,n,kæmp,"trại, chỗ cắm trại",1,camp,4
456,camp,v,kæmp,"cắm trại, hạ trại",1,camp,4
457,campaign,n,kæmˈpeɪn,"chiến dịch, cuộc vận động",3,campaign,8
458,camping,n,kæmpiη,sự cắm trại,2,camping,7
459,can,"modal, v, n",kæn,có thể,1,can,3
460,cancel,v,´kænsəl,"hủy bỏ, xóa bỏ",2,cancel,6
461,cancer,n,kænsə,bệnh ung thư,2,cancer,6
462,candidate,n,kændidit,"người ứng cử, thí sinh, người dự thi",3,candidate,9
463,candy,n,´kændi,kẹo,2,candy,5
464,cap,n,kæp,"mũ lưỡi trai, mũ vải",1,cap,3
465,capable,adj,keipəb(ə)l,"có khả năng, cả gan",4,capable,7
466,capacity,n,kə'pæsiti,"năng lực, khả năng tiếp thu, năng suất",4,capacity,8
467,capital,n,ˈkæpɪtl,"thủ đô, tiền vốn",3,capital,7
468,capital,adj,ˈkæpɪtl,"chủ yếu, chính yếu, cơ bản",3,capital,7
469,captain,n,kæptin,"người cầm đầu, người chỉ huy, th lĩnh",2,captain,7
470,capture,v,kæptʃə,"bắt giữ, bắt",2,capture,7
471,capture,n,kæptʃə,"sự bắt giữ, sự bị bắt",2,capture,7
472,car,n,kɑ:,xe hơi,1,car,3
473,card,n,kɑ:d,"thẻ, thiếp",1,card,4
474,cardboard,n,´ka:d¸bɔ:d,"bìa cứng, các tông",1,cardboard,9
475,care,n,kɛər,"sự chăm sóc, chăm nom",1,care,4
476,care,v,kɛər,chăm sóc,1,care,4
477,career,n,kə'riə,"nghề nghiệp, sự nghiệp",3,career,6
478,careful,adj,keəful,"cẩn thận, cẩn trọng, biết giữ gìn",2,careful,7
479,carefully,adv,´kɛəfuli,"cẩn thận, chu đáo",3,carefully,9
480,careless,adj,´kɛəlis,"sơ suất, cầu thả",2,careless,8
481,carelessly,adv,´kɛəlis,"cẩu thả, bất cẩn",2,carelessly,10
482,carpet,n,kɑ:pit,"tấm thảm, thảm (cỏ)",2,carpet,6
483,carrot,n,´kærət,củ cà rốt,2,carrot,6
484,carry,v,ˈkæri,"mang, vác, khuân chở",2,carry,5
485,case,n,keis,"vỏ, ngăn, túi,trường hợp, cảnh ngộ, hoàn cảnh, tình thế",2,case,4
486,cash,n,kæʃ,"tiền, tiền mặt",1,cash,4
487,cast,v,kɑ:st,"quăng, ném, thả, đánh gục",1,cast,4
488,cast,n,kɑ:st,"sự quăng, sự ném (lưới), sự thả (neo)",1,cast,4
489,castle,n,kɑ:sl,"thành trì, thành quách",2,castle,6
490,cat,n,kæt,con mèo,1,cat,3
491,catch,v,kætʃ,"bắt lấy, nắm lấy, tóm lấy, chộp lấy",1,catch,5
492,category,n,kætigəri,"hạng, loại",4,category,8
493,cause,n,kɔ:z,"nguyên nhân, nguyên do",1,cause,5
494,cause,v,kɔ:z,"gây ra, gây nên",1,cause,5
495,cease,v,si:s,"dừng, ngưng, ngớt, thôi, hết, tạnh",1,cease,5
496,ceiling,n,ˈsilɪŋ,trần nhà,2,ceiling,7
497,celebrate,v,selibreit,"kỷ niệm, làm lễ kỷ niệm",4,celebrate,9
498,celebration,n,",seli'breiʃn","sự kỷ niệm, lễ kỷ niệm",5,celebration,11
499,cell,n,sel,"ô, ngăn",1,cell,4
500,cellphone,n,sel,điện thoại di động,1,cellphone,9
501,cent,n,sent,đồng xu (bằng 1/100 đô la),1,cent,4
502,centimetre,n,"senti,mi:tз",xen ti mét,3,centimetre,10
503,centimetre,n,"senti,mi:tз",xen ti met,3,centimetre,10
504,centimeter,n,"senti,mi:tз",xen ti met,3,centimeter,10
505,central,adj,´sentrəl,"trung tâm, ở giữa, trung ương",2,central,7
506,centre,n,sentə,"điểm giữa, trung tâm, trung ương",2,centre,6
507,century,n,sentʃuri,thế kỷ,3,century,7
508,ceremony,n,´seriməni,"nghi thức, nghi lễ",4,ceremony,8
509,certain,"adj, pron",sə:tn,chắc chắn,2,certain,7
510,certainly,adv,´sə:tnli,"chắc chắn, nhất định",2,certainly,9
511,certificate,n,sə'tifikit,"giấy chứng nhận, bằng, chứng ch",4,certificate,11
512,chain,n,tʃeɪn,"dây, xích",2,chain,5
513,chain,v,tʃeɪn,"xính lại, trói lại",2,chain,5
514,chair,n,tʃeə,ghế,1,chair,5
515,chairman,n,"tʃeəmən, 'tʃeə,wumən","chủ tịch, chủ tọa",5,chairman,8
516,chairwoman,n,"tʃeəmən, 'tʃeə,wumən","chủ tịch, chủ tọa",5,chairwoman,10
517,challenge,n,tʃælindʤ,"sự thử thách, sự thách thức",2,challenge,9
518,challenge,v,tʃælindʤ,"thác thức, thử thách",2,challenge,9
519,chamber,n,ˈtʃeɪmbər,"buồng, phòng, buồng ngủ",2,chamber,7
520,chance,n,"tʃæns , tʃɑ:ns","sự may rủi, sự tình cờ, ngẫu nhiên",2,chance,6
521,change,"v, n",tʃeɪndʒ,"thấy đổi, sự thấy đổi, sự biến đổi",1,change,6
522,channel,n,tʃænl,"kênh (TV, radio), eo biển",1,channel,7
523,chapter,n,t∫æptə(r),chương (sách),2,chapter,7
524,character,n,kæriktə,"tính cách, đặc tính, nhân vật",3,character,9
525,characteristic,"adj, n",¸kærəktə´ristik,"riêng, riêng biệt, đặc trưng, đặc tính, đặc điểm",5,characteristic,14
526,charge,"n, v",tʃɑ:dʤ,trách,1,charge,6
527,charity,n,´tʃæriti,"lòng tư thiện, lòng nhân đức",3,charity,7
528,chart,n,tʃa:t,"đồ thị, biểu đồ",0,chart,5
529,chart,v,tʃa:t,"vẽ đồ thị, lập biểu đồ",0,chart,5
530,chase,v,tʃeis,săn bắt,2,chase,5
531,chase,n,tʃeis,sự săn bắt,2,chase,5
532,chat,v,tʃæt,"nói chuyện, tán gẫu",1,chat,4
533,chat,n,tʃæt,"chuyện phiếm, chuyện gẫu",1,chat,4
534,cheap,adj,tʃi:p,rẻ,1,cheap,5
535,cheaply,adv,tʃi:p,"rẻ, rẻ tiền",1,cheaply,7
536,cheat,v,tʃit,"lưa, lưa đảo",1,cheat,5
537,cheat,n,tʃit,"trò lưa đảo, trò gian lận",1,cheat,5
538,check,v,tʃek,kiểm tra,1,check,5
539,check,n,tʃek,sự kiểm tra,1,check,5
540,cheek,n,´tʃi:k,má,1,cheek,5
541,cheerful,adj,´tʃiəful,"vui mưng, phấn khởi, hồ hởi",3,cheerful,8
542,cheerfully,adv,´tʃiəful,"vui vẻ, phấn khởi",3,cheerfully,10
543,cheese,n,tʃi:z,pho mát,1,cheese,6
544,chemical,adj,ˈkɛmɪkəl,thuộc hóa học,2,chemical,8
545,chemical,n,ˈkɛmɪkəl,"chất hóa học, hóa chất",2,chemical,8
546,chemist,n,´kemist,nhà hóa học,2,chemist,7
547,chemistry,n,´kemistri,"hóa học, môn hóa học, ngành hóa học",3,chemistry,9
548,cheque,n,t∫ek,séc,1,cheque,6
549,chest,n,tʃest,"tủ, rương, hòm",1,chest,5
550,chew,v,tʃu:,"nhai, ngẫm nghĩ",1,chew,4
551,chicken,n,ˈtʃɪkin,"gà, gà con, thịt gà",2,chicken,7
552,chief,adj,tʃi:f,"trọng yếu, chính yếu",1,chief,5
553,chief,n,tʃi:f,"thủ lĩnh, lãnh tụ, người đứng đầu, xếp",1,chief,5
554,child,n,tʃaild,"đứa bé, đứa trẻ",1,child,5
555,chin,n,tʃin,cằm,1,chin,4
556,chip,n,tʃip,"vỏ bào, mảnh vỡ, chỗ sứt, mẻ",1,chip,4
557,chocolate,n,ˈtʃɒklɪt,sô cô la,2,chocolate,9
558,choice,n,tʃɔɪs,sự lựa chọn,1,choice,6
559,choose,v,t∫u:z,"chọn, lựa chọn",1,choose,6
560,chop,v,tʃɔp,"chặt, đốn, chẻ",1,chop,4
561,church,n,tʃə:tʃ,nhà thờ,1,church,6
562,cigarette,n,¸sigə´ret,điếu thuốc lá,3,cigarette,9
563,cinema,n,ˈsɪnəmə,"rạp xi nê, rạp chiếu bóng",3,cinema,6
564,circle,n,sə:kl,"đường tròn, hình tròn",2,circle,6
565,circumstance,n,ˈsɜrkəmˌstəns,"hoàn cảnh, trường hợp, tình huống",3,circumstance,12
566,citizen,n,´sitizən,người thành thị,3,citizen,7
567,city,n,si:ti,thành phố,2,city,4
568,civil,adj,sivl,(thuộc) công dân,2,civil,5
569,claim,v,kleim,"đòi hỏi, yêu sách",2,claim,5
570,claim,n,kleim,"sự đòi hỏi, sự yêu sách, sự thỉnh cầu",2,claim,5
571,clap,v,klæp,"vỗ, vỗ tay",1,clap,4
572,clap,n,klæp,"tiếng nổ, tiếng vỗ tay",1,clap,4
573,class,n,klɑ:s,lớp học,1,class,5
574,classic,"adj, n",klæsik,"cổ điển, kinh điển",2,classic,7
575,classroom,n,klα:si,"lớp học, phòng học",1,classroom,9
576,clean,"adj, v",kli:n,"sạch, sạch sẽ",1,clean,5
577,clear,"adj, v",kli:n,"lau chùi, quét dọn",1,clear,5
578,clearly,adv,´kliəli,"rõ ràng, sáng sủa",3,clearly,7
579,clerk,n,kla:k,"thư ký, linh mục, mục sư",0,clerk,5
580,clever,adj,klevə,"lanh lợi, thông minh, tài giỏi, khéo léo",2,clever,6
581,click,v,klik,làm thành tiếng lách cách,1,click,5
582,click,n,klik,"tiếng lách cách, cú nhắp (chuột)",1,click,5
583,client,n,´klaiənt,khách hàng,2,client,6
584,climate,n,klaimit,"khí hậu, thời tiết",2,climate,7
585,climb,v,klaim,"leo, trèo",1,climb,5
586,climbing,n,´klaimiη,sự leo trèo,2,climb,8
587,clock,n,klɔk,đồng hồ,1,clock,5
588,close,adj,klouz,"đóng kín, chật chội, che đậy",1,close,5
589,closed,adj,klouzd,"bảo thủ, không cởi mở, khép kín",1,close,6
590,closely,adv,´klousli,"chặt chẽ, kỹ lưỡng, tỉ mỉ",2,closely,7
591,closet,n,klozit,"buồng, phòng để đồ, phòng kho",1,closet,6
592,cloth,n,klɔθ,"vải, khăn trải bàn, áo thầy tu",1,cloth,5
593,clothes,n,klouðz,quần áo,1,clothe,7
594,clothing,n,´klouðiη,"quần áo, y phục",2,clothing,8
595,cloud,n,klaud,"mây, đám mây",1,cloud,5
596,club,n,´klʌb,câu lạc bộ,1,club,4
597,coach,n,koʊtʃ,huấn luyện viên,1,coach,5
598,coal,n,koul,than đá,1,coal,4
599,coast,n,koust,sự lao dốc,1,coast,5
600,coat,n,koʊt,áo choàng,1,coat,4
601,code,n,koud,"mật mã, luật, điều lệ",1,code,4
602,coffee,n,kɔfi,cà phê,2,coffee,6
603,coin,n,kɔin,tiền kim loại,2,coin,4
604,cold,"adj, n",kould,"lạnh, sự lạnh lẽo, lạnh nhạt",1,cold,4
605,coldly,adv,kouldli,"lạnh nhạt, hờ hững, vô tâm",2,coldly,6
606,collapse,v,kз'læps,"đổ, sụp đổ",1,collapse,8
607,collapse,n,kз'læps,"sự đổ nát, sự sụp đổ",1,collapse,8
608,colleague,n,ˈkɒlig,bạn đồng nghiệp,2,colleague,9
609,collect,v,kə´lekt,"sưu tập, tập trung lại",2,collect,7
610,collection,n,kəˈlɛkʃən,"sự sưu tập, sự tụ họp",2,collection,10
611,college,n,kɔlidʤ,"trường cấo đẳng, trường đại học",2,college,7
612,color,n,kʌlə,màu sắc,2,color,5
613,color,v,kʌlə,tô màu,2,color,5
614,colour,n,kʌlə,màu sắc,2,colour,6
615,colour,v,kʌlə,tô màu,2,colour,6
616,coloured,adj,´kʌləd,"mang màu sắc, có màu sắc",2,colour,8
617,column,n,kɔləm,"cột , mục (báo)",2,column,6
618,combination,n,",kɔmbi'neiʃn","sự kết hợp, sự phối hợp",5,combination,11
619,combine,v,kɔmbain,"kết hợp, phối hợp",2,combine,7
620,come,v,kʌm,"đến, tới, đi đến, đi tới",1,come,4
621,comedy,n,´kɔmidi,hài kịch,3,comedy,6
622,comfort,n,kΔmfзt,"sự an ủi, khuyên giải, lời động viên, sự an nhàn",0,comfort,7
623,comfort,v,kΔmfзt,"dỗ dành, an ủi",0,comfort,7
624,comfortable,adj,kΔmfзtзbl,"thoải mái, tiện nghi, đầy đủ",1,comfortable,11
625,comfortably,adv,´kʌmfətəbli,"dễ chịu, thoải mái, tiện nghi, ấm cúng",4,comfortably,11
626,command,v,kə'mɑ:nd,"ra lệnh, chỉ huy",2,command,7
627,command,n,kə'mɑ:nd,"lệnh, mệnh lệnh, quyền ra lệnh, quyền chỉ huy",2,command,7
628,comment,n,ˈkɒment,"lời bình luận, lời chú giải",2,comment,7
629,comment,v,ˈkɒment,"bình luận, phê bình, chú thích, dẫn giải",2,comment,7
630,commercial,adj,kə'mə:ʃl,"buôn bán, thương mại",3,commercial,10
631,commission,n,kəˈmɪʃən,"hội đồng, ủy ban, sự ủy nhiệm, sự ủy thác",3,commission,10
632,commission,v,kəˈmɪʃən,"ủy nhiệm, ủy thác",3,commission,10
633,commit,v,kə'mit,"giao, gửi, ủy nhiệm, ủy thác",2,commit,6
634,commitment,n,kə'mmənt,"sự phạm tội, sự tận tụy, tận tâm",2,commitment,10
635,committee,n,kə'miti,ủy ban,3,committee,9
636,common,adj,kɔmən,"công, công cộng, thông thường, phổ biến",2,common,6
637,commonly,adv,´kɔmənli,"thông thường, bình thường",3,commonly,8
638,communicate,v,kə'mju:nikeit,"truyền, truyền đạt",5,communicate,11
639,communication,n,"kə,mju:ni'keiʃn","sự giao tiếp, liên lạc, sự truyền đạt, truyền tin",6,communication,13
640,community,n,kə'mju:niti,"dân chúng, nhân dân",4,community,9
641,company,n,´kʌmpəni,công ty,3,company,7
642,compare,v,kəm'peə(r),"so sánh, đối chiếu",2,compare,7
643,comparison,n,kəm'pærisn,sự so sánh,4,comparison,10
644,compete,v,kəm'pi:t,"đua tranh, ganh đua, cạnh tranh",2,compete,7
645,competition,n,",kɔmpi'tiʃn","sự cạnh tranh, cuộc thi, cuộc thi đau",4,competition,11
646,competitive,adj,kəm´petitiv,"cạnh tranh, đua tranh",4,competitive,11
647,complain,v,kəm´plein,"phàn nàn, kêu ca",3,complain,8
648,complaint,n,kəmˈpleɪnt,"lời than phiền, than thở",2,complaint,9
649,complete,"adj, v",kəm'pli:t,"hoàn thành, xong",2,complete,8
650,completely,adv,kзm'pli:tli,"hoàn thành, đầy đủ, trọn vẹn",2,completely,10
651,complex,adj,kɔmleks,"phức tạp, rắc rối",2,complex,7
652,complicate,v,komplikeit,"làm phức tạp, rắc rối",3,complicate,10
653,complicated,adj,komplikeitid,"phức tạp, rắc rối",4,complicated,11
654,computer,n,kəm'pju:tə,máy tính,3,computer,8
655,concentrate,v,kɔnsentreit,tập trung,4,concentrate,11
656,concentration,n,",kɒnsn'trei∫n","sự tập trung, nơi tập trung",3,concentration,13
657,concept,n,ˈkɒnsept,khái niệm,2,concept,7
658,concern,v,kən'sз:n,"liên quan, dính líu tới",1,concern,7
659,concern,n,kən'sз:n,"sự liên quan, sự dính líu tới",1,concern,7
660,concerned,adj,kən´sə:nd,"có liên quan, có dính líu",2,concern,9
661,concerning,n,kən´sə:niη,"có liên quan, dính líu tới",3,concern,10
662,concert,n,kən'sə:t,buổi hòa nhạc,2,concert,7
663,conclude,v,kənˈklud,"kết luận, kết thúc, chấm dứt (công việc)",2,conclude,8
664,conclusion,n,kənˈkluʒən,"sự kết thúc, sự kết luận, phần kết luận",3,conclusion,10
665,concrete,adj,kɔnkri:t,bằng bê tông,2,concrete,8
666,concrete,n,kɔnkri:t,bê tông,2,concrete,8
667,condition,n,kən'di∫ən,"điều kiện, tình cảnh, tình thế",3,condition,9
668,conduct,v,kən'dʌkt,"điều khiển, chỉ đạo, chỉ huy",2,conduct,7
669,conduct,n,kən'dʌkt,"sự điều khiển, chỉ huy",2,conduct,7
670,conference,n,ˈkɒnfrəns,"hội nghị, sự bàn bạc",2,conference,10
671,confidence,n,konfid(ə)ns,"lòng tin tưởng, sự tin cậy",2,confidence,10
672,confident,adj,kɔnfidənt,"tin tưởng, tin cậy, tự tin",3,confident,9
673,confidently,adv,kɔnfidəntli,tự tin,4,confidently,11
674,confine,v,kən'fain,"giam giữ, hạn chế",2,confine,7
675,confined,adj,kən'faind,"hạn chế, giới hạn",2,confine,8
676,confirm,v,kən'fə:m,"xác nhận, chứng thực",2,confirm,7
677,conflict,n,ˈkɒnflɪkt,"xung đột, va chạm",2,conflict,8
678,conflict,v,ˈkɒnflɪkt,"sự xung đột, sự va chạm",2,conflict,8
679,confront,v,kən'frʌnt,"đối mặt, đối diện, đối chiếu",2,confront,8
680,confuse,v,kən'frʌnt,"làm lộn xộn, xáo trộn",2,confuse,7
681,confused,adj,kən'fju:zd,"bối rối, lúng túng, ngượng",2,confuse,8
682,confusing,adj,kən'fju:ziη,"khó hiểu, gây bối rối",3,confuse,9
683,confusion,n,kən'fju:ʒn,"sự lộn xộn, sự rối loạn",3,confusion,9
684,congratulations,n,"kən,grætju'lei∫n","sự chúc mưng, khen ngợi",5,congratulation,15
685,congress,n,kɔɳgres,"đại hội, hội nghị, Quốc hội",2,congress,8
686,connect,v,kə'nekt,"kết nối, nối",2,connect,7
687,connection,n,"kə´nekʃən,","sự kết nối, sự giao kết",3,connection,10
688,conscious,adj,ˈkɒnʃəs,"tỉnh táo, có ý thức, biết rõ",2,conscious,9
689,consequence,n,kɔnsikwəns,"kết quả, hậu quả",3,consequence,11
690,conservative,adj,kən´sə:vətiv,"thận trọng, dè dặt, bảo thủ",4,conservative,12
691,consider,v,kən´sidə,"cân nhắc, xem xét",3,consider,8
692,considerable,adj,kən'sidərəbl,"lớn lao, to tát, đáng kể",5,considerable,12
693,considerably,adv,kən'sidərəbly,"đáng kể, lớn lao, nhiều",4,considerably,12
694,consideration,n,kənsidə'reiʃn,"sự cân nhắc, sự xem xét, sự để ý sự quan tâm",6,consideration,13
695,consist,v,kən'sist,gồm có,2,consist,7
696,constant,adj,kɔnstənt,"kiên trì, bền lòng",2,constant,8
697,constantly,adv,kɔnstəntli,kiên định,3,constantly,10
698,construct,v,kən´strʌkt,xây dựng,2,construct,9
699,construction,n,kən'strʌkʃn,sự xây dựng,3,construction,12
700,consult,v,kən'sʌlt,"tra cứu, tham khảo, thăm dò, hỏi kiến",2,consult,7
701,consumer,n,kən'sju:mə,người tiêu dùng,3,consumer,8
702,contact,n,ˈkɒntækt,"sự liên lạc, sự giao thiệp",2,contact,7
703,contact,v,ˈkɒntækt,tiếp xúc,2,contact,7
704,contain,v,kən'tein,"bao hàm, chứa đựng, bao gồm",3,contain,7
705,container,n,kən'teinə,"cái đựng, chứa",4,container,9
706,contemporary,adj,kən'tempərəri,"đương thời, đương đại",5,contemporary,12
707,content,n,kən'tent,"nội dung, sự hài lòng",2,content,7
708,contest,n,kən´test,"cuộc thi, trận đấu, cuộc tranh luận cuộc chiến đấu, chiến tranh",2,contest,7
