Word,POS,Pronunciation,Meaning
carry,v,ˈkæri,"mang, vác, khuân chở"
case,n,keis,"vỏ, ngăn, túi,trường hợp, cảnh ngộ, hoàn cảnh, tình thế"
cash,n,kæʃ,"tiền, tiền mặt"
cast,v,kɑ:st,"quăng, ném, thả, đánh gục"
cast,n,kɑ:st,"sự quăng, sự ném (lưới), sự thả (neo)"
castle,n,kɑ:sl,"thành trì, thành quách"
cat,n,kæt,con mèo
catch,v,kætʃ,"bắt lấy, nắm lấy, tóm lấy, chộp lấy"
category,n,kætigəri,"hạng, loại; phạm trù"
cause,n,kɔ:z,"nguyên nhân, nguyên do"
cause,v,kɔ:z,"gây ra, gây nên"
CD,n,kɔ:z,đĩa CD
cease,v,si:s,"dừng, ngưng, ngớt, thôi, hết, tạnh"
ceiling,n,ˈsilɪŋ,trần nhà
celebrate,v,selibreit,"kỷ niệm, làm lễ kỷ niệm; tán dương, ca tụng"
celebration,n,",seli'breiʃn","sự kỷ niệm, lễ kỷ niệm; sự tán dương, sự ca tụng"
cell,n,sel,"ô, ngăn"
cellphone,n,sel,điện thoại di động
cellular phone,n,sel,điện thoại di động
cent,n,sent,đồng xu (bằng 1/100 đô la)
centimetre,n,"senti,mi:tз",xen ti mét
centimetre,n,"senti,mi:tз",xen ti met
centimeter,n,"senti,mi:tз",xen ti met
central,adj,´sentrəl,"trung tâm, ở giữa, trung ương"
centre,n,sentə,"điểm giữa, trung tâm, trung ương"
century,n,sentʃuri,thế kỷ
ceremony,n,´seriməni,"nghi thức, nghi lễ"
certain,"adj, pron",sə:tn,chắc chắn
certainly,adv,´sə:tnli,"chắc chắn, nhất định"
certificate,n,sə'tifikit,"giấy chứng nhận, bằng, chứng ch"
chain,n,tʃeɪn,"dây, xích"
chain,v,tʃeɪn,"xính lại, trói lại"
chair,n,tʃeə,ghế
chairman,n,"tʃeəmən, 'tʃeə,wumən","chủ tịch, chủ tọa"
chairwoman,n,"tʃeəmən, 'tʃeə,wumən","chủ tịch, chủ tọa"
challenge,n,tʃælindʤ,"sự thử thách, sự thách thức"
challenge,v,tʃælindʤ,"thác thức, thử thách"
chamber,n,ˈtʃeɪmbər,"buồng, phòng, buồng ngủ"
chance,n,"tʃæns , tʃɑ:ns","sự may rủi, sự tình cờ, ngẫu nhiên"
change,"v, n",tʃeɪndʒ,"thấy đổi, sự thấy đổi, sự biến đổi"
channel,n,tʃænl,"kênh (TV, radio), eo biển"
chapter,n,t∫æptə(r),chương (sách)
character,n,kæriktə,"tính cách, đặc tính, nhân vật"
characteristic,"adj, n",¸kærəktə´ristik,"riêng, riêng biệt, đặc trưng, đặc tính, đặc điểm"
charge,"n, v",tʃɑ:dʤ,trách
charity,n,´tʃæriti,"lòng tư thiện, lòng nhân đức; sự bố thí"
chart,n,tʃa:t,"đồ thị, biểu đồ"
chart,v,tʃa:t,"vẽ đồ thị, lập biểu đồ"
chase,v,tʃeis,săn bắt
chase,n,tʃeis,sự săn bắt
chat,v,tʃæt,"nói chuyện, tán gẫu"
chat,n,tʃæt,"chuyện phiếm, chuyện gẫu"
cheap,adj,tʃi:p,rẻ
cheaply,adv,tʃi:p,"rẻ, rẻ tiền"
cheat,v,tʃit,"lưa, lưa đảo"
cheat,n,tʃit,"trò lưa đảo, trò gian lận"
check,v,tʃek,kiểm tra
check,n,tʃek,sự kiểm tra
cheek,n,´tʃi:k,má
cheerful,adj,´tʃiəful,"vui mưng, phấn khởi, hồ hởi"
cheerfully,adv,´tʃiəful,"vui vẻ, phấn khởi"
cheese,n,tʃi:z,pho mát
chemical,adj,ˈkɛmɪkəl,thuộc hóa học
chemical,n,ˈkɛmɪkəl,"chất hóa học, hóa chất"
chemist,n,´kemist,nhà hóa học
chemist’s,n,´kemist,nhà hóa học
chemistry,n,´kemistri,"hóa học, môn hóa học, ngành hóa học"
cheque,n,t∫ek,séc
chest,n,tʃest,"tủ, rương, hòm"
chew,v,tʃu:,"nhai, ngẫm nghĩ"
chicken,n,ˈtʃɪkin,"gà, gà con, thịt gà"
chief,adj,tʃi:f,"trọng yếu, chính yếu"
chief,n,tʃi:f,"thủ lĩnh, lãnh tụ, người đứng đầu, xếp"
child,n,tʃaild,"đứa bé, đứa trẻ"
chin,n,tʃin,cằm
chip,n,tʃip,"vỏ bào, mảnh vỡ, chỗ sứt, mẻ"
chocolate,n,ˈtʃɒklɪt,sô cô la
choice,n,tʃɔɪs,sự lựa chọn
choose,v,t∫u:z,"chọn, lựa chọn"
chop,v,tʃɔp,"chặt, đốn, chẻ"
church,n,tʃə:tʃ,nhà thờ
cigarette,n,¸sigə´ret,điếu thuốc lá
cinema,n,ˈsɪnəmə,"rạp xi nê, rạp chiếu bóng"
circle,n,sə:kl,"đường tròn, hình tròn"
circumstance,n,ˈsɜrkəmˌstəns,"hoàn cảnh, trường hợp, tình huống"
citizen,n,´sitizən,người thành thị
city,n,si:ti,thành phố
civil,adj,sivl,(thuộc) công dân
claim,v,kleim,"đòi hỏi, yêu sách"
claim,n,kleim,"sự đòi hỏi, sự yêu sách, sự thỉnh cầu"
clap,v,klæp,"vỗ, vỗ tay"
clap,n,klæp,"tiếng nổ, tiếng vỗ tay"
class,n,klɑ:s,lớp học
classic,"adj, n",klæsik,"cổ điển, kinh điển"
classroom,n,klα:si,"lớp học, phòng học"
clean,"adj, v",kli:n,"sạch, sạch sẽ;"
clear,"adj, v",kli:n,"lau chùi, quét dọn"
clearly,adv,´kliəli,"rõ ràng, sáng sủa"
clerk,n,kla:k,"thư ký, linh mục, mục sư"
clever,adj,klevə,"lanh lợi, thông minh. tài giỏi, khéo léo"
click,v,klik,làm thành tiếng lách cách
click,n,klik,"tiếng lách cách, cú nhắp (chuột)"
client,n,´klaiənt,khách hàng
climate,n,klaimit,"khí hậu, thời tiết"
climb,v,klaim,"leo, trèo"
climbing,n,´klaimiη,sự leo trèo
clock,n,klɔk,đồng hồ
close,adj,klouz,"đóng kín, chật chội, che đậy"
closed,adj,klouzd,"bảo thủ, không cởi mở, khép kín"
closely,adv,´klousli,"chặt chẽ, kỹ lưỡng, tỉ mỉ"
closet,n,klozit,"buồng, phòng để đồ, phòng kho"
cloth,n,klɔθ,"vải, khăn trải bàn, áo thầy tu"
clothes,n,klouðz,quần áo
clothing,n,´klouðiη,"quần áo, y phục"
cloud,n,klaud,"mây, đám mây"
club,n,´klʌb,"câu lạc bộ; gậy, dùi cui"
coach,n,koʊtʃ,huấn luyện viên
coal,n,koul,than đá
coast,n,koust,sự lao dốc; bờ biển
coat,n,koʊt,áo choàng
code,n,koud,"mật mã, luật, điều lệ"
coffee,n,kɔfi,cà phê
coin,n,kɔin,tiền kim loại
cold,"adj, n",kould,"lạnh, sự lạnh lẽo, lạnh nhạt"
coldly,adv,kouldli,"lạnh nhạt, hờ hững, vô tâm"
collapse,v,kз'læps,"đổ, sụp đổ"
collapse,n,kз'læps,"sự đổ nát, sự sụp đổ"
colleague,n,ˈkɒlig,bạn đồng nghiệp
collect,v,kə´lekt,"sưu tập, tập trung lại"
collection,n,kəˈlɛkʃən,"sự sưu tập, sự tụ họp"
college,n,kɔlidʤ,"trường cấo đẳng, trường đại học"
color,n,kʌlə,màu sắc
color,v,kʌlə,tô màu
colour,n,kʌlə,màu sắc
colour,v,kʌlə,tô màu
coloured,adj,´kʌləd,"mang màu sắc, có màu sắc"
column,n,kɔləm,"cột , mục (báo)"
combination,n,",kɔmbi'neiʃn","sự kết hợp, sự phối hợp"
combine,v,kɔmbain,"kết hợp, phối hợp"
come,v,kʌm,"đến, tới, đi đến, đi tới"
comedy,n,´kɔmidi,hài kịch
comfort,n,kΔmfзt,"sự an ủi, khuyên giải, lời động viên, sự an nhàn"
comfort,v,kΔmfзt,"dỗ dành, an ủi"
comfortable,adj,kΔmfзtзbl,"thoải mái, tiện nghi, đầy đủ"
comfortably,adv,´kʌmfətəbli,"dễ chịu, thoải mái, tiện nghi, ấm cúng"
command,v,kə'mɑ:nd,"ra lệnh, chỉ huy"
command,n,kə'mɑ:nd,"lệnh, mệnh lệnh, quyền ra lệnh, quyền chỉ huy"
comment,n,ˈkɒment,"lời bình luận, lời chú giải"
comment,v,ˈkɒment,"bình luận, phê bình, chú thích, dẫn giải"
commercial,adj,kə'mə:ʃl,"buôn bán, thương mại"
commission,n,kəˈmɪʃən,"hội đồng, ủy ban, sự ủy nhiệm, sự ủy thác"
commission,v,kəˈmɪʃən,"ủy nhiệm, ủy thác"
commit,v,kə'mit,"giao, gửi, ủy nhiệm, ủy thác; tống giam, bỏ tù"
commitment,n,kə'mmənt,"sự phạm tội, sự tận tụy, tận tâm"
committee,n,kə'miti,ủy ban
common,adj,kɔmən,"công, công cộng, thông thường, phổ biến. in common sự chung, của chung"
commonly,adv,´kɔmənli,"thông thường, bình thường"
communicate,v,kə'mju:nikeit,"truyền, truyền đạt; giao thiệp, liên lạc"
communication,n,"kə,mju:ni'keiʃn","sự giao tiếp, liên lạc, sự truyền đạt, truyền tin"
community,n,kə'mju:niti,"dân chúng, nhân dân"
company,n,´kʌmpəni,công ty
compare,v,kəm'peə(r),"so sánh, đối chiếu"
comparison,n,kəm'pærisn,sự so sánh
compete,v,kəm'pi:t,"đua tranh, ganh đua, cạnh tranh"
competition,n,",kɔmpi'tiʃn","sự cạnh tranh, cuộc thi, cuộc thi đau"
competitive,adj,kəm´petitiv,"cạnh tranh, đua tranh"
complain,v,kəm´plein,"phàn nàn, kêu ca"
complaint,n,kəmˈpleɪnt,"lời than phiền, than thở; sự khiếu nại, đơn kiện"
complete,"adj, v",kəm'pli:t,"hoàn thành, xong;"
completely,adv,kзm'pli:tli,"hoàn thành, đầy đủ, trọn vẹn"
complex,adj,kɔmleks,"phức tạp, rắc rối"
complicate,v,komplikeit,"làm phức tạp, rắc rối"
complicated,adj,komplikeitid,"phức tạp, rắc rối"
computer,n,kəm'pju:tə,máy tính
concentrate,v,kɔnsentreit,tập trung
concentration,n,",kɒnsn'trei∫n","sự tập trung, nơi tập trung"
concept,n,ˈkɒnsept,khái niệm
concern,v,kən'sз:n,"liên quan, dính líu tới"
concern,n,kən'sз:n,"sự liên quan, sự dính líu tới"
concerned,adj,kən´sə:nd,"có liên quan, có dính líu"
concerning,n,kən´sə:niη,"có liên quan, dính líu tới"
concert,n,kən'sə:t,buổi hòa nhạc
conclude,v,kənˈklud,"kết luận, kết thúc, chấm dứt (công việc)"
conclusion,n,kənˈkluʒən,"sự kết thúc, sự kết luận, phần kết luận"
concrete,adj,kɔnkri:t,bằng bê tông
concrete,n,kɔnkri:t,bê tông
condition,n,kən'di∫ən,"điều kiện, tình cảnh, tình thế"
conduct,v,kən'dʌkt,"điều khiển, chỉ đạo, chỉ huy"
conduct,n,kən'dʌkt,"sự điều khiển, chỉ huy"
conference,n,ˈkɒnfrəns,"hội nghị, sự bàn bạc"
confidence,n,konfid(ə)ns,"lòng tin tưởng, sự tin cậy"
confident,adj,kɔnfidənt,"tin tưởng, tin cậy, tự tin"
confidently,adv,kɔnfidəntli,tự tin
confine,v,kən'fain,"giam giữ, hạn chế"
confined,adj,kən'faind,"hạn chế, giới hạn"
confirm,v,kən'fə:m,"xác nhận, chứng thực"
conflict,n,ˈkɒnflɪkt,"xung đột, va chạm"
conflict,v,ˈkɒnflɪkt,"sự xung đột, sự va chạm"
confront,v,kən'frʌnt,"đối mặt, đối diện, đối chiếu"
confuse,v,kən'frʌnt,"làm lộn xộn, xáo trộn"
confused,adj,kən'fju:zd,"bối rối, lúng túng, ngượng"
confusing,adj,kən'fju:ziη,"khó hiểu, gây bối rối"
confusion,n,kən'fju:ʒn,"sự lộn xộn, sự rối loạn"
congratulations,n,"kən,grætju'lei∫n","sự chúc mưng, khen ngợi; lời chúc mưng, khen ngợi (s)"
congress,n,kɔɳgres,"đại hội, hội nghị, Quốc hội"
connect,v,kə'nekt,"kết nối, nối"
connection,n,"kə´nekʃən,","sự kết nối, sự giao kết"
conscious,adj,ˈkɒnʃəs,"tỉnh táo, có ý thức, biết rõ"
consequence,n,kɔnsikwəns,"kết quả, hậu quả"
conservative,adj,kən´sə:vətiv,"thận trọng, dè dặt, bảo thủ"
consider,v,kən´sidə,"cân nhắc, xem xét; để ý, quan tâm, lưu ý đến"
considerable,adj,kən'sidərəbl,"lớn lao, to tát, đáng kể"
considerably,adv,kən'sidərəbly,"đáng kể, lớn lao, nhiều"
consideration,n,kənsidə'reiʃn,"sự cân nhắc, sự xem xét, sự để ý sự quan tâm"
consist of,v,kən'sist,gồm có
constant,adj,kɔnstənt,"kiên trì, bền lòng"
constantly,adv,kɔnstəntli,kiên định
construct,v,kən´strʌkt,xây dựng
construction,n,kən'strʌkʃn,sự xây dựng
consult,v,kən'sʌlt,"tra cứu, tham khảo, thăm dò, hỏi kiến"
consumer,n,kən'sju:mə,người tiêu dùng
contact,n,ˈkɒntækt,"sự liên lạc, sự giao thiệp"
contact,v,ˈkɒntækt,tiếp xúc
contain,v,kən'tein,"bao hàm, chứa đựng, bao gồm"
container,n,kən'teinə,"cái đựng, chứa; công te nơ"
contemporary,adj,kən'tempərəri,"đương thời, đương đại"
content,n,kən'tent,"nội dung, sự hài lòng"
contest,n,kən´test,"cuộc thi, trận đấu, cuộc tranh luận cuộc chiến đấu, chiến tranh"
context,n,kɔntekst,"văn cảnh, khung cảnh, phạm vi"
continent,n,kɔntinənt,"lục địa, đại lục (lục địa Bắc Mỹ)"
continue,v,kən´tinju:,"tiếp tục, làm tiếp"
continuous,adj,kən'tinjuəs,"liên tục, liên tiếp"
continuously,adv,kən'tinjuəsli,"liên tục, liên tiếp"
contract,n,kɔntrækt,"hợp đồng, sự ký hợp đồng"
contract,v,kɔntrækt,ký kết
contrast,n,kən'træst,sự tương phản
contrast,v,kən'træst,"làm tương phản, làm trái ngược"
contrasting,adj,kən'træsti,tương phản
contribute,v,kən'tribju:t,"đóng góp, ghóp phần"
contribution,n,¸kɔntri´bju:ʃən,"sự đóng góp, sự góp phần"
control,"n, v",kən'troul,"sự điều khiển, quyền hành, quyền lực, quyền chỉ huy"
controlled,adj,kən'trould,"được điều khiển, được kiểm tra"
convenient,adj,kən´vi:njənt,"tiện lợi, thuận lợi, thích hợp"
convention,n,kən'ven∫n,"hội nghị, hiệp định, quy ước"
conventional,adj,kən'ven∫ənl,quy ước
conversation,n,",kɔnvə'seiʃn","cuộc đàm thoại, cuộc trò chuyện"
convert,v,kən'və:t,"đổi, biến đổi"
convince,v,kən'vins,"làm cho tin, thuyết phục; làm cho nhận thức thấy"
cook,"v, n",kʊk,"nấu ăn, người nấu ăn"
cooker,n,´kukə,"lò, bếp, nồi nấu"
cookie,n,´kuki,bánh quy
cooking,n,kʊkiɳ,"sự nấu ăn, cách nấu ăn"
cool,adj,ku:l,"mát mẻ, điềm tĩnh"
cool,v,ku:l,"làm mát,"
cope (+ with),v,koup,"đối phó, đương đầu"
copy,"n, v",kɔpi,"bản sao, bản chép lại; sự sao chép; sao chép, bắt chước"
core,n,kɔ:,"nòng cốt, hạt nhân; đáy lòng"
corner,n,´kɔ:nə,"góc (tường, nhà, phố...)"
correct,adj,kə´rekt,"đúng, chính xác"
correct,v,kə´rekt,"sửa, sửa chữa"
correctly,adv,kə´rektli,"đúng, chính xác"
cost,n,"kɔst , kɒst","giá, chi phí"
cost,v,"kɔst , kɒst","trả giá, phải trả"
cottage,n,kɔtidʤ,nhà tranh
cotton,n,ˈkɒtn,"bông, chỉ, sợi"
cough,"v, n",kɔf,"ho, sự ho, tiếng hoa"
coughing,n,´kɔfiη,ho
could,"modal, v",kud,có thể
council,n,kaunsl,hội đồng
count,v,kaunt,"đếm, tính"
counter,n,ˈkaʊntər,"quầy hàng, quầy thu tiền, máy đếm"
country,n,ˈkʌntri,"nước, quốc gia, đất nước"
countryside,n,kʌntri'said,"miền quê, miền nông thôn"
county,n,koun'ti,"hạt, tỉnh"
couple,n,kʌpl,"đôi, cặp; đôi vợ chồng, cặp nam nữ. a couple một cặp, một đôi"
courage,n,kʌridʤ,"sự can đảm, sự dũng cảm, dũng khí"
course,n,kɔ:s,"tiến trình, quá trình diễn tiến; sân chạy đua. of course dĩ nhiên, loạt; khoá; đợt; lớp"
court,n,"kɔrt , koʊrt","sân, sân (tennis...), tòa án, quan tòa, phiên tòa"
cousin,n,ˈkʌzən,anh em họ
cover,v,kʌvə,"bao bọc, che phủ"
cover,n,kʌvə,"vỏ, vỏ bọc"
covered,adj,kʌvərd,"có mái che, kín đáo"
covering,n,´kʌvəriη,"sự bao bọc, sự che phủ, cái bao, bọc"
cow,n,kaʊ,con bò cái
crack,n,kræk,"cừ, xuất sắc"
crack,v,kræk,"làm nứt, làm vỡ, nứt nẻ, rạn nứt"
cracked,adj,krækt,"rạn, nứt"
craft,n,kra:ft,"nghề, nghề thủ công"
crash,"n, v",kræʃ,"vải thô; sự rơi (máy bấy), sự phá sản, sụp đổ; phá tan tành, phá vụ"
crazy,adj,kreizi,"điên, mất trí"
cream,n,kri:m,kem
create,v,kri:'eit,"sáng tạo, tạo nên"
creature,n,kri:tʃə,"sinh vật, loài vật"
credit,n,ˈkrɛdɪt,"sự tin, lòng tin, danh tiếng; tiền gử ngân hàng"
credit card,n,ˈkrɛdɪt,thẻ tín dụng
crime,n,kraim,"tội, tội ác, tội phạm"
criminal,adj,ˈkrɪmənl,"có tội, phạm tội"
criminal,n,ˈkrɪmənl,"kẻ phạm tội, tội phạm"
crisis,n,ˈkraɪsɪs,"sự khủng hoảng, cơn khủng hoảng"
crisp,adj,krips,giòn
criterion,n,kraɪˈtɪəriən,tiêu chuẩn
critical,adj,ˈkrɪtɪkəl,"phê bình, phê phán; khó tính"
criticism,n,´kriti¸sizəm,"sự phê bình, sự phê phán, lời phê bình, lời phê phán"
criticize,v,ˈkrɪtəˌsaɪz,"phê bình, phê phán, chỉ trích"
crop,n,krop,vụ mùa
cross,"n, v",krɔs,"cây Thánh Giá, nỗi thống khổ; sự băng qua; băng qua, vượt qua"
crowd,n,kraud,đám đông
crowded,adj,kraudid,đông đúc
crown,n,kraun,"vương miện, vua, ngai vàng; đỉnh cao nhất"
crucial,adj,´kru:ʃəl,"quyết định, cốt yếu, chủ yếu"
cruel,adj,kru:ə(l),"độc ác, dữ tợn, tàn nhẫn"
crush,v,krᴧ∫,"ép, vắt, đè nát, đè bẹp"
cry,v,krai,"khóc, kêu la"
cry,n,krai,"sự khóc, tiếng khóc, sự kêu la"
cultural,adj,ˈkʌltʃərəl,(thuộc) văn hóa
culture,n,ˈkʌltʃər,"văn hóa, sự mở mang, sự giáo dục"
cup,n,kʌp,"tách, chén"
cupboard,n,kʌpbəd,1 loại tủ có ngăn
curb,v,kə:b,"kiềm chế, nén lại, hạn chế"
cure,"v, n",kjuə,"chữa trị, điều trị; cách chữa bệnh, cách điều trị; thuốc"
curious,adj,kjuəriəs,"ham muốn, tò mò, lạ lùng"
curiously,adv,kjuəriəsli,"tò mò, hiếu kỳ, lạ kỳ"
curl,v,kə:l,"quăn, xoắn, uốn quăn, làm xoắn"
curl,n,kə:l,sự uốn quăn
curly,adj,´kə:li,"quăn, xoắn"
current,adj,kʌrənt,"hiện hành, phổ biến, hiện nấy"
current,n,kʌrənt,"dòng (nước), luống (gió)"
currently,adv,kʌrəntli,"hiện thời, hiện nay"
curtain,n,kə:tn,"màn (cửa, rạp hát, khói, sương)"
curve,n,kə:v,"đường cong, đường vòng"
curve,v,kə:v,"cong, uốn cong, bẻ cong"
curved,adj,kə:vd,cong
custom,n,kʌstəm,"phong tục, tục lệ, thói quen, tập quán"
customer,n,´kʌstəmə,khách hàng
customs,n,´kʌstəmz,"thuế nhập khẩu, hải quan"
cut,v,kʌt,"cắt, chặt"
cut,n,kʌt,sự cắt
cycle,n,saikl,"chu kỳ, chu trình, vòng"
cycle,v,saikl,"quay vòng theo chu kỳ, đi xe đạp"
cycling,n,saikliŋ,sự đi xe đạp
dad,n,dæd,"bố, cha"
daily,adj,deili,hàng ngày
damage,n,dæmidʤ,"mối hạn, điều hại, sự thiệt hại"
damage,v,dæmidʤ,"làm hư hại, làm hỏng, gây thiệt hại"
damp,adj,dæmp,"ẩm, ẩm ướt, ẩm thấp"
dance,n,dɑ:ns,"sự nhảy múa, sự khiêu vũ"
dance,v,dɑ:ns,"nhảy múa, khiêu vũ"
dancer,n,dɑ:nsə,"diễn viên múa, người nhảy múa"
dancing,n,dɑ:nsiɳ,"sự nhảy múa, sự khiêu vũ"
danger,n,deindʤə,"sự nguy hiểm, mối hiểm nghèo; nguy cơ, mối đe dọa"
dangerous,adj,´deindʒərəs,nguy hiểm
dare,v,deər,"dám, dám đương đầu với; thách"
dark,adj,dɑ:k,"tối, tối tăm"
dark,n,dɑ:k,"bóng tối, ám muội"
data,n,´deitə,"số liệu, dữ liệu"
date,n,deit,"ngày, kỳ, kỳ hạn, thời kỳ, thời đại"
date,v,deit,"đề ngày tháng, ghi niên hiệu"
daughter,n,ˈdɔtər,con gái
day,n,dei,"ngày, ban ngày"
dead,adj,ded,"chết, tắt"
deaf,adj,def,"điếc, làm thinh, làm ngơ"
deal,"v, n",di:l,quyết
dear,adj,diə,"thân, thân yêu, thân mến; kính thưa, thưa"
death,n,deθ,"sự chết, cái chết"
debate,n,dɪˈbeɪt,"cuộc tranh luận, cuộc tranh cãi"
debate,v,dɪˈbeɪt,"tranh luận, bàn cãi"
debt,n,det,nợ
decade,n,dekeid,"thập kỷ, bộ mười, nhóm mười"
decay,"n, v",di'kei,"tình trạng suy tàn, suy sụp, tình trạng đổ nát"
December (abbr Dec),n,di'sembə,"tháng mười hai, tháng Chạp"
decide,v,di'said,"quyết định, giải quyết, phân xử"
decision,n,diˈsiʒn,"sự quyết định, sự giải quyết, sự phân xử"
declare,v,di'kleə,"tuyên bố, công bố"
decline,n,di'klain,"sự suy tàn, sự suy sụp"
decline,v,di'klain,"suy sụp, suy tàn"
decorate,v,´dekə¸reit,"trang hoàng, trang trí"
decoration,n,¸dekə´reiʃən,"sự trang hoàng, đồ trang hoàng, trang trí"
decorative,adj,´dekərətiv,"để trang hoàng, để trang trí, để làm cảnh"
decrease,"v, n",di:kri:s,"giảm bớt, làm suy giảm, sự giảm đi, sự giảm sút"
deep,"adj, adv",di:p,"sâu, khó lường, bí ẩn"
